sample	P057	P054	P052	P050	P049	P048	P047	P046	P044	P043	P042	P039	P037	P036	P035	P034	P029	P028	P027	P014	P007	P006	P003	P002	MSM_L2_F2	MSM_L2_F1	MSM_L2_E8	MSM_L2_E7	MSM_L2_E5	MSM_L2_E3	MSM_L2_E12	MSM_L2_E11	MSM_L2_D9	MSM_L2_D5	MSM_L2_D2	MSM_L2_C9	MSM_L2_C8	MSM_L2_C7	MSM_L2_C6	MSM_L2_C2	MSM_L2_C1	MSM_L2_B9	MSM_L2_B8	MSM_L2_B6	MSM_L2_B5	MSM_L2_B12	MSM_L2_B11	MSM_L2_A8	MSM_L2_A5	MSM_L2_A1	MSM_L2_A12	MSM_L2_A10
Pseudoruminococcus_massiliensis|t__SGB4280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_leptum|t__SGB14853	0.0	0.0	0.0	0.0	0.0	0.00094	0.00392	0.0285	0.01344	0.06518	0.10418	0.00549	0.05522	0.00944	0.02776	0.00751	0.0	0.0	0.0	0.01818	0.01264	0.00191	0.03286	0.0231	0.04249	0.59245	0.0	0.0016	0.00782	0.00086	0.0	0.0994	0.0	0.00296	0.0	0.00656	0.01683	0.00904	0.0	0.01243	0.02756	0.04891	0.0	0.02294	0.01081	0.00467	0.01674	0.00891	0.0	0.00641	0.03997	0.00391
Eubacterium_siraeum|t__SGB4198_group	0.0	0.00012	0.01481	0.0	0.01231	0.94997	0.0	0.09639	0.24483	0.00381	8.50922	0.04736	0.39085	0.00938	5.0617	1.51187	0.0	1.80471	0.0	0.42932	0.00986	0.00428	1.61349	0.02685	0.19349	0.03152	0.0	0.3905	0.0	1.74551	0.02434	0.0	0.02757	0.14631	0.0	1.08497	0.01897	0.05891	0.0	0.90696	0.7743	0.02343	0.00208	0.0	0.01968	0.27074	0.00253	0.00314	0.01413	0.0102	0.02845	0.7642
Ruminococcaceae_bacterium_AM07_15|t__SGB14974	0.0	0.0	0.0	0.0	0.21419	0.03064	0.0	0.0	0.108	0.11963	0.01166	0.12407	0.04784	0.04218	0.00224	0.0065	0.0	0.02152	0.0	0.0	0.05387	0.0	0.10689	0.00475	0.0	0.0	0.02171	0.04794	0.14544	0.03348	0.0	0.06199	0.0	0.0	0.0	0.0	0.0	0.1185	0.0	0.0	0.10985	0.24512	0.0	0.04426	0.06904	0.01755	0.0	0.0	0.08555	0.0	0.00059	0.00436
Ruminococcaceae_bacterium_D5|t__SGB14960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00324	0.0	0.01376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium_Marseille_P2935|t__SGB29346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB14177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10203	0.0	0.0	0.00484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB14834	0.0	0.00034	0.0	0.0	0.00103	0.05762	0.0	0.0	0.02091	0.06755	0.0	0.00237	0.0	0.02467	0.0	0.18114	0.0	0.0	0.00182	0.0	0.0013	0.00293	0.01981	0.00628	0.0	0.0	0.0	0.01033	0.02602	0.00324	0.0	0.0	0.0	0.0	0.0	0.0	0.04971	0.0	0.0	0.0	0.00404	0.23951	0.01034	0.00121	0.09535	0.01	0.01426	0.00459	0.32233	0.0	0.0	0.00738
Ruminococcaceae_bacterium|t__SGB14869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB14899	0.0	0.0006	0.0	0.0	0.05804	0.02645	0.0	0.03945	0.03899	0.10537	0.0	0.01144	0.09162	0.20582	0.12454	0.0	0.0	0.0	0.0	0.0618	0.04894	0.02626	0.0	0.08679	0.0	0.0	0.02911	0.01532	0.0	0.04946	0.0	0.0	0.0	0.0	0.0	0.05436	0.16826	0.0792	0.0	0.0	0.11727	0.12866	0.00141	0.07776	0.01825	0.01169	0.0	0.02475	0.03478	0.009	0.0474	0.03378
Ruminococcaceae_bacterium|t__SGB14905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38457	0.0	0.0	0.0	0.0	0.0	0.0	0.01235	0.0	0.0	0.0	0.0	0.0	0.0	0.17888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07347	0.09078	0.0	0.0	0.0	0.0	0.0	0.01004	0.0	0.04984
Ruminococcaceae_bacterium|t__SGB14906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00382	0.0	0.01746	0.50336	0.0	0.00216	0.0	0.02849	0.00149	0.0	0.0	0.0	0.04162	0.0166	0.0	0.55294	0.04747	0.0	0.24244	0.0	0.0	0.0	0.0	0.11466	0.10686	0.0	0.00146	0.0	0.0	0.01916	0.02509	0.0	0.33363	0.0	0.0	0.0	0.01188	0.00924	0.0	0.01877	0.0	0.06642	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB14908	0.0	0.0	0.0	0.0	0.0	0.05882	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22453	0.0	0.2164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03181
Ruminococcaceae_bacterium|t__SGB14925	0.0	0.0	0.0	0.0	0.0	0.05679	0.0	0.0	0.08302	0.00795	0.0	0.0	0.0	0.00996	0.0	0.14635	0.0	0.0	0.0	0.01652	0.1057	0.0	0.16563	0.02339	0.0	0.00508	0.0	0.01085	0.0	0.02278	0.0	0.0	0.0	0.0	0.0	0.09571	0.0	0.0	0.0	0.0	0.0	0.00198	0.01818	0.09672	0.0	0.00939	0.00086	0.0	0.0	0.0	0.02203	0.03393
Ruminococcaceae_bacterium|t__SGB15084	0.0	0.0	0.0	0.0	0.0	0.09778	0.0	0.0	0.0	0.04353	0.0	0.0	0.0	0.02454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08095	0.0	0.0	0.0	0.01186	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.20687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11191	0.0	0.0	0.08525	0.0	0.0	0.0	0.04941	0.0
Ruminococcaceae_bacterium|t__SGB15196	0.0	0.0	0.0	0.0	0.41323	0.20394	0.0	0.0	0.07353	0.03518	0.0	0.0	0.07034	0.04969	0.0	0.0	0.0	0.0	0.0	0.0	0.00416	0.0	0.0	0.35277	0.0	0.0	0.0	0.09173	0.0	0.15325	0.0	0.0	0.0	0.0	0.0	0.14534	0.1494	0.08619	0.0	0.0	0.0	0.05923	0.04728	0.18563	0.06068	0.05318	0.0	0.03051	0.09722	0.0	0.0	0.3563
Ruminococcaceae_bacterium|t__SGB15249	0.0	0.0	0.00126	0.0	0.14058	0.83825	0.0	0.4765	0.38421	0.82192	0.5401	0.07614	0.25856	0.46981	1.25109	0.21216	0.0	0.0	0.0	0.0	0.10998	0.0	1.0461	0.48048	1.13918	0.90707	0.08777	0.40983	0.35042	2.16658	0.0	0.0	0.0	0.02045	0.0	0.77886	1.2692	0.18085	0.0	0.0	0.07048	0.97112	0.17708	1.61242	0.76125	0.21297	0.49574	0.36506	0.4782	0.17621	0.28557	1.54596
Ruminococcaceae_bacterium|t__SGB15272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.33292	0.0	0.02595	0.0	0.00307	0.00191	0.0	0.0	0.0	0.03023	0.0	0.0	0.00906	0.01559	0.0	0.04013	0.0	0.0	0.07081	0.0	0.03183	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.02874	0.00345	0.00121	0.0	0.0	0.00799	0.0	0.0	0.0	0.0	0.0037	0.0	0.0
Ruminococcaceae_bacterium|t__SGB15273	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.00504	0.0009	0.0	0.00731	0.01375	0.0	0.05877	0.00059	0.0	0.0	0.0	0.0	0.0	0.00093	0.02241	0.0	0.00803	0.0	0.0	0.0	0.0	0.00639	0.0	0.0	0.0	0.0	0.0	8e-05	0.03057	0.0	0.76206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02121	0.0	0.00559	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB15278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01004	0.00102	0.13318	0.0	0.00436	0.0	0.01544	0.00156	0.0	0.0	0.0	0.00202	0.0	0.0	0.03207	0.02319	0.00013	0.0099	0.0	0.0	0.05011	0.0	0.02273	0.0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.03183	0.0	0.0	0.0	0.00612	0.01096	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB15349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB15352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB15353	0.0	0.0	0.0	0.0	0.0545	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
Ruminococcaceae_bacterium|t__SGB15355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17543	0.0	0.0	0.0	0.52201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69015	0.00729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21493
Ruminococcaceae_bacterium|t__SGB15356	0.0	0.0	0.0	0.0	0.55522	0.04142	0.0	0.35168	0.10261	0.0995	0.53531	0.0	1.6827	0.76869	0.0	0.33357	0.0	0.29095	0.0	1.02703	0.18634	0.0	0.82021	0.01456	0.0	0.76731	0.0	0.58543	2.10028	0.07814	0.0	0.0	0.0	0.0	0.0	0.06605	2.00288	0.65203	0.0	0.0	0.0739	0.0	0.0281	0.49463	1.03868	0.02808	0.0	0.39197	0.66386	0.12124	0.0	0.01446
Ruminococcaceae_bacterium|t__SGB4174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB4181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48704	0.0	0.0	0.0	0.22018	0.70852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB4183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01724	0.45786	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB4184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB4194	0.0	0.0	0.0	0.0	0.0	0.78537	0.0	0.0	0.0	0.07822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13014
Ruminococcaceae_bacterium|t__SGB4241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB4247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB42516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB4300	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB43319	0.0	0.0	0.0	0.0	0.0	0.01289	0.0	0.0	0.0	0.01421	0.0	0.0	0.0	0.00783	0.0	0.0	0.0	0.0	0.0	0.01959	0.00525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034
Ruminococcaceae_bacterium|t__SGB4393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02731	0.0	0.0	0.0	0.0	0.0	0.14061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27453	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB4419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01155	0.0	0.0	0.0	0.0	0.0	0.0	0.05607	0.0	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00391	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB53515	0.0	0.0	0.0	0.0	0.00121	0.0	0.0	0.00015	0.00013	0.0001	0.0	0.00747	0.00822	0.0	0.01517	0.0022	0.0	0.0	0.0	0.0	0.00403	0.00258	0.00102	0.0	0.0	0.0	0.0025	0.0	0.0	0.00725	0.0	0.0	0.0	0.0006	0.0	0.00058	0.01164	0.00412	0.0	0.0	0.0	0.0	0.0	0.00661	0.00146	0.00035	0.02812	0.00117	0.00049	0.0003	0.0	0.0
Ruminococcaceae_bacterium|t__SGB53790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_bacterium|t__SGB53821	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06746	0.0	0.0
Ruminococcaceae_unclassified_SGB14835|t__SGB14835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.0	0.01795	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_unclassified_SGB15233|t__SGB15233	0.0	0.00027	0.0	0.0	0.04153	0.17404	0.0	0.06684	0.05295	0.13093	0.0	0.00056	1.05503	0.02409	0.0	0.25239	0.0	0.03055	0.0	0.61026	0.02879	0.0	0.20299	0.89713	0.0	0.0	0.0	0.03845	0.0	0.04906	0.0	0.0	0.0	0.0	0.0	0.05358	0.04308	0.02851	0.0	0.0	0.0	0.16007	0.00798	0.03641	0.17607	0.00065	0.13001	0.25878	0.85754	0.02435	0.36147	0.18051
Ruminococcaceae_unclassified_SGB15234|t__SGB15234	0.0	0.0	0.0	0.0	1.27246	0.03126	0.0	0.0	0.13225	0.19622	0.0	0.19849	6.99246	0.26099	0.55463	0.047	0.0	0.0202	0.0	0.0	0.05579	0.0	0.4488	1.22373	0.01772	0.0	0.0	0.31861	1.93556	2.29574	0.0	0.0	0.0	0.0	0.0	0.00744	3.37405	0.0	0.0	0.0	0.30212	0.40246	0.16578	0.91412	0.20733	0.05335	0.17983	0.08202	0.05296	0.0	0.31026	0.53935
Ruminococcaceae_unclassified_SGB15236|t__SGB15236	0.0	0.02207	0.0	0.0	0.07239	0.46245	0.0	0.44874	0.41604	0.74446	0.0	0.13665	0.0	0.21681	1.08075	0.90614	0.0	0.04902	0.0	0.49271	0.13319	0.0	0.15899	3.55917	0.0	0.11718	0.12067	0.27627	0.36637	0.8341	0.0	0.0	0.0	0.01975	0.0	0.76154	0.67849	0.12126	0.0	0.0	0.0	0.80813	0.15862	3.9057	0.63839	0.03299	0.03397	0.5182	0.52856	0.10295	0.12977	0.92476
Ruminococcaceae_unclassified_SGB15251|t__SGB15251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_unclassified_SGB15257|t__SGB15257	0.0	0.0	0.0	0.0	0.0	0.08585	0.0	0.31663	0.10179	0.13347	0.0	0.67231	0.0	0.02423	0.0	0.0	0.0	0.0	0.0	0.0	0.06004	0.0	0.0	0.05362	0.0	0.0	0.0	0.63149	0.0	0.08923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14604	0.0	0.0	0.0	0.28591	0.04064	0.00096	0.21805	0.39413	0.0	0.07713	0.1032	0.0	0.0	0.17802
Ruminococcaceae_unclassified_SGB15260|t__SGB15260	0.26292	0.0	0.0	0.0	0.0	0.02626	0.0	0.0	0.12257	0.33695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59674	0.0	0.0	0.0872	0.0	1.09346	0.59447	0.0	0.0	0.07234	1.08329	0.0	0.0	0.0	0.0	0.08485	0.0	0.0	0.0	0.0	1.26919	0.0	0.0	0.0	0.71245	0.37288	0.37015	0.33729	0.27642	0.0	0.01997	0.27466	0.24895	0.0	0.66929
Ruminococcaceae_unclassified_SGB15265|t__SGB15265_group	0.0	0.00746	0.03261	0.0	0.87694	1.77831	0.0	0.00362	0.62561	0.30513	0.50188	0.0	0.45097	0.52806	0.13429	0.24013	0.01017	0.0	0.0	0.55043	0.18719	0.2728	0.04253	0.63353	0.02099	0.52759	0.0	0.11254	0.00884	1.9751	0.33954	0.24719	0.03499	0.02567	0.69012	0.08955	0.47296	0.0	0.0	0.80077	0.0	0.01526	0.0042	0.30882	0.62425	0.00109	1.78459	1.37586	1.11924	0.05183	1.34927	0.0
Ruminococcaceae_unclassified_SGB15309|t__SGB15309	0.0	0.0	0.0	0.0	0.0	0.01856	0.0	0.0	0.05494	0.03095	0.0	0.09828	0.0876	0.08655	0.11628	0.0	0.0	0.0	0.0	0.0	0.00377	0.0	0.02454	0.1594	0.0	0.0	0.1012	0.02041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12865	0.01203	0.0	0.0	0.0	0.0	0.0	0.01869	0.07237	0.0744	0.10359	0.08162	0.0071	0.0	0.0	0.07746
Ruminococcaceae_unclassified_SGB4191|t__SGB4191	0.0	0.0	0.0	0.0	0.40592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09282	0.23851	0.0	0.0	0.0	0.0	0.02194	0.07199	0.12439	0.0	0.50899	0.0	0.41793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22555	0.34192	0.40696	0.07826	0.0	0.0	0.2192	0.0
Ruminococcaceae_unclassified_SGB4193|t__SGB4193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01639	0.0	0.0	0.0	0.0	0.00643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae_unclassified_SGB4425|t__SGB4425_group	0.05174	0.0	0.0	0.0	0.22679	0.05845	0.0	0.0	0.0	0.06572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08454	0.04646	0.56995	0.0	0.0	0.0	0.0	0.32509	0.00134	0.0	0.0	0.00329	0.0	0.0	0.0	0.03786	0.0	0.0	0.0	0.00688	0.0	0.0	0.15634	0.05858	0.06575	0.0	0.0	0.17017	0.12125	0.06822	0.04832	0.05135
Ruminococcus_SGB4421|t__SGB4421	0.0	0.20101	0.0	0.0	0.0	0.0	0.0	0.2351	0.28239	0.0	0.0	0.0	0.0	0.00826	0.0	0.0	0.0	0.27861	0.0	0.2065	0.21057	0.14057	0.0	0.0	0.45633	0.0	0.0	0.0	0.0	0.0	0.36791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0
Ruminococcus_bicirculans|t__SGB4262	0.0	0.0	0.0	0.0	0.66089	0.00817	0.0	0.0	0.0	0.0	0.0	0.0	0.279	0.06794	0.0	0.0	0.0	0.0	0.0	0.03603	0.0	0.00874	0.0	0.04479	0.0	4.51871	0.01752	0.02364	0.0	0.0	2.38225	1.03565	0.0	0.0	1.93765	0.01267	0.46397	0.0	0.0	1.21199	0.0	0.0	0.0	0.14861	0.0	0.0	0.6428	0.0	0.07907	0.0	0.0	0.00119
Ruminococcus_bromii|t__SGB4285_group	0.0	0.0	0.0	0.0	0.0	0.37346	0.0	0.0	0.0	0.18144	0.0	0.11279	0.136	0.38074	0.05657	0.10889	0.0	0.0	0.02241	0.21322	0.02998	0.0349	1.17529	0.0	0.0	0.0	0.21311	0.02188	0.01793	0.0112	0.40098	0.03568	0.0	0.0	0.0	0.00581	0.0	0.061	0.0	0.09601	0.0	0.12337	0.0125	0.09386	0.00012	0.17922	0.0554	0.13521	0.01492	0.64714	0.32491	0.40192
